"type","username","useraddress","userid","timestamp","roomname","content"
"presence","final maybe","67.172.16.46:60885","2am_x8YwcM1Z-2VjUJb2","2015-10-03 16:08:41","mc_mooc_week100","join"
"presence","VirtualRyan","128.2.220.133:49945","jh09jdDsTbU6E80EUJb3","2015-10-03 16:08:45","mc_mooc_week100","join"
"presence","final maybe","67.172.16.46:60885","2am_x8YwcM1Z-2VjUJb2","2015-10-03 16:08:55","mc_mooc_week100","leave"
"presence","Guest 164654105","67.172.16.46:54105","jogyD6iWh5aGacaJnT8m","2015-10-03 22:11:04","mc_mooc_week1_test00","join"
"presence","Guest 164654105","67.172.16.46:54105","jogyD6iWh5aGacaJnT8m","2015-10-03 22:11:07","mc_mooc_week1_test00","leave"
"presence","test","67.172.16.46:55263","bo4hQBkT65q_s_xin20O","2015-10-03 22:14:05","mc_mooc_week1_test00","join"
"presence","VirtualRyan","128.2.220.133:49969","InLVftRB6Dzo9P66n20P","2015-10-03 22:14:11","mc_mooc_week1_test00","join"
"presence","VirtualRyan","128.2.220.133:49969","InLVftRB6Dzo9P66n20P","2015-10-03 22:14:14","mc_mooc_week1_test00","leave"
"presence","test","67.172.16.46:55263","bo4hQBkT65q_s_xin20O","2015-10-03 22:14:23","mc_mooc_week1_test00","leave"
"presence","test","67.172.16.46:55493","6-8UoabpMEsBpV_ioRC0","2015-10-03 22:15:04","mc_mooc_week1_test00","join"
"presence","VirtualRyan","128.2.220.133:49973","YWT0vHf2zwtL8ztdoRC1","2015-10-03 22:15:11","mc_mooc_week1_test00","join"
"presence","test","67.172.16.46:55493","6-8UoabpMEsBpV_ioRC0","2015-10-03 22:15:19","mc_mooc_week1_test00","leave"
"presence","test","67.172.16.46:55493","oFQfKUSPpe-6HFq8oRC2","2015-10-03 22:15:22","mc_mooc_week1_test00","join"
"text","VirtualRyan","128.2.220.133:49973","YWT0vHf2zwtL8ztdoRC1","2015-10-03 22:15:23","mc_mooc_week1_test00","Welcome, test\
I'm Virtual Erland. Each week we will have a chat activity in which you will have the opportunity to reflect back on what you have learned during the week.  After this week, you will start each week with a question to get you thinking about the content.  After you have worked through the material, you can think back on how your answer to that question will change because of what you learned.  This week, we’ll use this time to get acquainted.\
"
"text","VirtualRyan","128.2.220.133:49973","YWT0vHf2zwtL8ztdoRC1","2015-10-03 22:15:25","mc_mooc_week1_test00","\
In week 1, we started to lay a foundation for the material in this course.  We are just scratching the surface so far.  As we’re working towards getting into more substantive content going forward, it would be great to hear what specific goals you have for what you want to learn in this course.  Can you tell me a little about that?\
        "
"text","VirtualRyan","128.2.220.133:49973","YWT0vHf2zwtL8ztdoRC1","2015-10-03 22:17:11","mc_mooc_week1_test00","What are the things you had in mind to learn from this course?"
"presence","test","67.172.16.46:55493","oFQfKUSPpe-6HFq8oRC2","2015-10-03 22:18:21","mc_mooc_week1_test00","leave"
"text","VirtualRyan","128.2.220.133:49973","YWT0vHf2zwtL8ztdoRC1","2015-10-03 22:19:11","mc_mooc_week1_test00","\
In week 1, we started to lay a foundation for the material in this course.  We are just scratching the surface so far.  As we’re working towards getting into more substantive content going forward, it would be great to hear what specific goals you have for what you want to learn in this course.  Can you tell me a little about that?\
        "
"text","VirtualRyan","128.2.220.133:49973","YWT0vHf2zwtL8ztdoRC1","2015-10-03 22:21:11","mc_mooc_week1_test00","What are the things you had in mind to learn from this course?"
"text","VirtualRyan","128.2.220.133:49973","YWT0vHf2zwtL8ztdoRC1","2015-10-03 22:23:13","mc_mooc_week1_test00","\
In any course, a major challenge it to target the material at a level and with a focus that is just right for the variety of students who come.  Based on your experience so far this week, how would you rate the match between what the course offers and what you wanted and expected from it?\
        "
"text","VirtualRyan","128.2.220.133:49973","YWT0vHf2zwtL8ztdoRC1","2015-10-03 22:25:13","mc_mooc_week1_test00","Does the content so far match your expectations?  What if anything surprised you?"
"text","VirtualRyan","128.2.220.133:49973","YWT0vHf2zwtL8ztdoRC1","2015-10-03 22:27:13","mc_mooc_week1_test00","\
Our goal is to do our best to guide you through this course to get the maximum benefit it has to offer.  It would be helpful to us to hear specifically what your expectations are going forward so we can better offer guidance along the way.  Any comments or feedback for us?\
        "
"text","VirtualRyan","128.2.220.133:49973","YWT0vHf2zwtL8ztdoRC1","2015-10-03 22:29:13","mc_mooc_week1_test00","What expectations do you have going forward?"
"text","VirtualRyan","128.2.220.133:49973","YWT0vHf2zwtL8ztdoRC1","2015-10-03 22:31:13","mc_mooc_week1_test00","\
And now we’re done. Thanks for joining us, have a great day! I will now continue the chat activity again starting from the first prompt for those who missed the initial prompts.\
        "
"text","VirtualRyan","128.2.220.133:49973","YWT0vHf2zwtL8ztdoRC1","2015-10-03 22:33:14","mc_mooc_week1_test00",""
"text","VirtualRyan","128.2.220.133:49973","YWT0vHf2zwtL8ztdoRC1","2015-10-03 22:35:14","mc_mooc_week1_test00","\
In week 1, we started to lay a foundation for the material in this course.  We are just scratching the surface so far.  As we’re working towards getting into more substantive content going forward, it would be great to hear what specific goals you have for what you want to learn in this course.  Can you tell me a little about that?\
        "
"text","VirtualRyan","128.2.220.133:49973","YWT0vHf2zwtL8ztdoRC1","2015-10-03 22:37:14","mc_mooc_week1_test00","What are the things you had in mind to learn from this course?"
"text","VirtualRyan","128.2.220.133:49973","YWT0vHf2zwtL8ztdoRC1","2015-10-03 22:39:14","mc_mooc_week1_test00","\
In any course, a major challenge it to target the material at a level and with a focus that is just right for the variety of students who come.  Based on your experience so far this week, how would you rate the match between what the course offers and what you wanted and expected from it?\
        "
"text","VirtualRyan","128.2.220.133:49973","YWT0vHf2zwtL8ztdoRC1","2015-10-03 22:41:14","mc_mooc_week1_test00","Does the content so far match your expectations?  What if anything surprised you?"
"text","VirtualRyan","128.2.220.133:49973","YWT0vHf2zwtL8ztdoRC1","2015-10-03 22:43:14","mc_mooc_week1_test00","\
Our goal is to do our best to guide you through this course to get the maximum benefit it has to offer.  It would be helpful to us to hear specifically what your expectations are going forward so we can better offer guidance along the way.  Any comments or feedback for us?\
        "
"text","VirtualRyan","128.2.220.133:49973","YWT0vHf2zwtL8ztdoRC1","2015-10-03 22:45:14","mc_mooc_week1_test00","What expectations do you have going forward?"
"text","VirtualRyan","128.2.220.133:49973","YWT0vHf2zwtL8ztdoRC1","2015-10-03 22:47:14","mc_mooc_week1_test00","\
And now we’re done. Thanks for joining us, have a great day! I will now continue the chat activity again starting from the first prompt for those who missed the initial prompts.\
        "
"text","VirtualRyan","128.2.220.133:49973","YWT0vHf2zwtL8ztdoRC1","2015-10-03 22:49:14","mc_mooc_week1_test00",""
"text","VirtualRyan","128.2.220.133:49973","YWT0vHf2zwtL8ztdoRC1","2015-10-03 22:51:14","mc_mooc_week1_test00","\
In week 1, we started to lay a foundation for the material in this course.  We are just scratching the surface so far.  As we’re working towards getting into more substantive content going forward, it would be great to hear what specific goals you have for what you want to learn in this course.  Can you tell me a little about that?\
        "
"text","VirtualRyan","128.2.220.133:49973","YWT0vHf2zwtL8ztdoRC1","2015-10-03 22:53:14","mc_mooc_week1_test00","What are the things you had in mind to learn from this course?"
"text","VirtualRyan","128.2.220.133:49973","YWT0vHf2zwtL8ztdoRC1","2015-10-03 22:55:14","mc_mooc_week1_test00","\
In any course, a major challenge it to target the material at a level and with a focus that is just right for the variety of students who come.  Based on your experience so far this week, how would you rate the match between what the course offers and what you wanted and expected from it?\
        "
"text","VirtualRyan","128.2.220.133:49973","YWT0vHf2zwtL8ztdoRC1","2015-10-03 22:57:16","mc_mooc_week1_test00","Does the content so far match your expectations?  What if anything surprised you?"
"text","VirtualRyan","128.2.220.133:49973","YWT0vHf2zwtL8ztdoRC1","2015-10-03 22:59:16","mc_mooc_week1_test00","\
Our goal is to do our best to guide you through this course to get the maximum benefit it has to offer.  It would be helpful to us to hear specifically what your expectations are going forward so we can better offer guidance along the way.  Any comments or feedback for us?\
        "
"text","VirtualRyan","128.2.220.133:49973","YWT0vHf2zwtL8ztdoRC1","2015-10-03 23:01:16","mc_mooc_week1_test00","What expectations do you have going forward?"
"text","VirtualRyan","128.2.220.133:49973","YWT0vHf2zwtL8ztdoRC1","2015-10-03 23:03:16","mc_mooc_week1_test00","\
And now we’re done. Thanks for joining us, have a great day! I will now continue the chat activity again starting from the first prompt for those who missed the initial prompts.\
        "
"text","VirtualRyan","128.2.220.133:49973","YWT0vHf2zwtL8ztdoRC1","2015-10-03 23:05:16","mc_mooc_week1_test00",""
"text","VirtualRyan","128.2.220.133:49973","YWT0vHf2zwtL8ztdoRC1","2015-10-03 23:07:16","mc_mooc_week1_test00","\
In week 1, we started to lay a foundation for the material in this course.  We are just scratching the surface so far.  As we’re working towards getting into more substantive content going forward, it would be great to hear what specific goals you have for what you want to learn in this course.  Can you tell me a little about that?\
        "
"text","VirtualRyan","128.2.220.133:49973","YWT0vHf2zwtL8ztdoRC1","2015-10-03 23:09:16","mc_mooc_week1_test00","What are the things you had in mind to learn from this course?"
"text","VirtualRyan","128.2.220.133:49973","YWT0vHf2zwtL8ztdoRC1","2015-10-03 23:11:16","mc_mooc_week1_test00","\
In any course, a major challenge it to target the material at a level and with a focus that is just right for the variety of students who come.  Based on your experience so far this week, how would you rate the match between what the course offers and what you wanted and expected from it?\
        "
"text","VirtualRyan","128.2.220.133:49973","YWT0vHf2zwtL8ztdoRC1","2015-10-03 23:13:16","mc_mooc_week1_test00","Does the content so far match your expectations?  What if anything surprised you?"
"text","VirtualRyan","128.2.220.133:49973","YWT0vHf2zwtL8ztdoRC1","2015-10-03 23:15:16","mc_mooc_week1_test00","\
Our goal is to do our best to guide you through this course to get the maximum benefit it has to offer.  It would be helpful to us to hear specifically what your expectations are going forward so we can better offer guidance along the way.  Any comments or feedback for us?\
        "
"text","VirtualRyan","128.2.220.133:49973","YWT0vHf2zwtL8ztdoRC1","2015-10-03 23:17:16","mc_mooc_week1_test00","What expectations do you have going forward?"
"text","VirtualRyan","128.2.220.133:49973","YWT0vHf2zwtL8ztdoRC1","2015-10-03 23:19:16","mc_mooc_week1_test00","\
And now we’re done. Thanks for joining us, have a great day! I will now continue the chat activity again starting from the first prompt for those who missed the initial prompts.\
        "
"text","VirtualRyan","128.2.220.133:49973","YWT0vHf2zwtL8ztdoRC1","2015-10-03 23:21:16","mc_mooc_week1_test00",""
"text","VirtualRyan","128.2.220.133:49973","YWT0vHf2zwtL8ztdoRC1","2015-10-03 23:23:16","mc_mooc_week1_test00","\
In week 1, we started to lay a foundation for the material in this course.  We are just scratching the surface so far.  As we’re working towards getting into more substantive content going forward, it would be great to hear what specific goals you have for what you want to learn in this course.  Can you tell me a little about that?\
        "
"text","VirtualRyan","128.2.220.133:49973","YWT0vHf2zwtL8ztdoRC1","2015-10-03 23:25:16","mc_mooc_week1_test00","What are the things you had in mind to learn from this course?"
"text","VirtualRyan","128.2.220.133:49973","YWT0vHf2zwtL8ztdoRC1","2015-10-03 23:27:16","mc_mooc_week1_test00","\
In any course, a major challenge it to target the material at a level and with a focus that is just right for the variety of students who come.  Based on your experience so far this week, how would you rate the match between what the course offers and what you wanted and expected from it?\
        "
"text","VirtualRyan","128.2.220.133:49973","YWT0vHf2zwtL8ztdoRC1","2015-10-03 23:29:16","mc_mooc_week1_test00","Does the content so far match your expectations?  What if anything surprised you?"
"text","VirtualRyan","128.2.220.133:49973","YWT0vHf2zwtL8ztdoRC1","2015-10-03 23:31:18","mc_mooc_week1_test00","\
Our goal is to do our best to guide you through this course to get the maximum benefit it has to offer.  It would be helpful to us to hear specifically what your expectations are going forward so we can better offer guidance along the way.  Any comments or feedback for us?\
        "
"text","VirtualRyan","128.2.220.133:49973","YWT0vHf2zwtL8ztdoRC1","2015-10-03 23:33:18","mc_mooc_week1_test00","What expectations do you have going forward?"
"text","VirtualRyan","128.2.220.133:49973","YWT0vHf2zwtL8ztdoRC1","2015-10-03 23:35:18","mc_mooc_week1_test00","\
And now we’re done. Thanks for joining us, have a great day! I will now continue the chat activity again starting from the first prompt for those who missed the initial prompts.\
        "
"text","VirtualRyan","128.2.220.133:49973","YWT0vHf2zwtL8ztdoRC1","2015-10-03 23:37:18","mc_mooc_week1_test00",""
"text","VirtualRyan","128.2.220.133:49973","YWT0vHf2zwtL8ztdoRC1","2015-10-03 23:39:18","mc_mooc_week1_test00","\
In week 1, we started to lay a foundation for the material in this course.  We are just scratching the surface so far.  As we’re working towards getting into more substantive content going forward, it would be great to hear what specific goals you have for what you want to learn in this course.  Can you tell me a little about that?\
        "
"text","VirtualRyan","128.2.220.133:49973","YWT0vHf2zwtL8ztdoRC1","2015-10-03 23:41:18","mc_mooc_week1_test00","What are the things you had in mind to learn from this course?"
"text","VirtualRyan","128.2.220.133:49973","YWT0vHf2zwtL8ztdoRC1","2015-10-03 23:43:18","mc_mooc_week1_test00","\
In any course, a major challenge it to target the material at a level and with a focus that is just right for the variety of students who come.  Based on your experience so far this week, how would you rate the match between what the course offers and what you wanted and expected from it?\
        "
"text","VirtualRyan","128.2.220.133:49973","YWT0vHf2zwtL8ztdoRC1","2015-10-03 23:45:18","mc_mooc_week1_test00","Does the content so far match your expectations?  What if anything surprised you?"
"text","VirtualRyan","128.2.220.133:49973","YWT0vHf2zwtL8ztdoRC1","2015-10-03 23:47:19","mc_mooc_week1_test00","\
Our goal is to do our best to guide you through this course to get the maximum benefit it has to offer.  It would be helpful to us to hear specifically what your expectations are going forward so we can better offer guidance along the way.  Any comments or feedback for us?\
        "
"text","VirtualRyan","128.2.220.133:49973","YWT0vHf2zwtL8ztdoRC1","2015-10-03 23:49:19","mc_mooc_week1_test00","What expectations do you have going forward?"
"text","VirtualRyan","128.2.220.133:49973","YWT0vHf2zwtL8ztdoRC1","2015-10-03 23:51:19","mc_mooc_week1_test00","\
And now we’re done. Thanks for joining us, have a great day! I will now continue the chat activity again starting from the first prompt for those who missed the initial prompts.\
        "
"text","VirtualRyan","128.2.220.133:49973","YWT0vHf2zwtL8ztdoRC1","2015-10-03 23:53:19","mc_mooc_week1_test00",""
"text","VirtualRyan","128.2.220.133:49973","YWT0vHf2zwtL8ztdoRC1","2015-10-03 23:55:19","mc_mooc_week1_test00","\
In week 1, we started to lay a foundation for the material in this course.  We are just scratching the surface so far.  As we’re working towards getting into more substantive content going forward, it would be great to hear what specific goals you have for what you want to learn in this course.  Can you tell me a little about that?\
        "
"text","VirtualRyan","128.2.220.133:49973","YWT0vHf2zwtL8ztdoRC1","2015-10-03 23:57:19","mc_mooc_week1_test00","What are the things you had in mind to learn from this course?"
"text","VirtualRyan","128.2.220.133:49973","YWT0vHf2zwtL8ztdoRC1","2015-10-03 23:59:19","mc_mooc_week1_test00","\
In any course, a major challenge it to target the material at a level and with a focus that is just right for the variety of students who come.  Based on your experience so far this week, how would you rate the match between what the course offers and what you wanted and expected from it?\
        "
"text","VirtualRyan","128.2.220.133:49973","YWT0vHf2zwtL8ztdoRC1","2015-10-04 00:01:19","mc_mooc_week1_test00","Does the content so far match your expectations?  What if anything surprised you?"
"text","VirtualRyan","128.2.220.133:49973","YWT0vHf2zwtL8ztdoRC1","2015-10-04 00:03:19","mc_mooc_week1_test00","\
Our goal is to do our best to guide you through this course to get the maximum benefit it has to offer.  It would be helpful to us to hear specifically what your expectations are going forward so we can better offer guidance along the way.  Any comments or feedback for us?\
        "
"text","VirtualRyan","128.2.220.133:49973","YWT0vHf2zwtL8ztdoRC1","2015-10-04 00:05:19","mc_mooc_week1_test00","What expectations do you have going forward?"
"text","VirtualRyan","128.2.220.133:49973","YWT0vHf2zwtL8ztdoRC1","2015-10-04 00:07:21","mc_mooc_week1_test00","\
And now we’re done. Thanks for joining us, have a great day! I will now continue the chat activity again starting from the first prompt for those who missed the initial prompts.\
        "
"text","VirtualRyan","128.2.220.133:49973","YWT0vHf2zwtL8ztdoRC1","2015-10-04 00:09:21","mc_mooc_week1_test00",""
"text","VirtualRyan","128.2.220.133:49973","YWT0vHf2zwtL8ztdoRC1","2015-10-04 00:11:21","mc_mooc_week1_test00","\
In week 1, we started to lay a foundation for the material in this course.  We are just scratching the surface so far.  As we’re working towards getting into more substantive content going forward, it would be great to hear what specific goals you have for what you want to learn in this course.  Can you tell me a little about that?\
        "
"text","VirtualRyan","128.2.220.133:49973","YWT0vHf2zwtL8ztdoRC1","2015-10-04 00:13:21","mc_mooc_week1_test00","What are the things you had in mind to learn from this course?"
"text","VirtualRyan","128.2.220.133:49973","YWT0vHf2zwtL8ztdoRC1","2015-10-04 00:15:21","mc_mooc_week1_test00","\
In any course, a major challenge it to target the material at a level and with a focus that is just right for the variety of students who come.  Based on your experience so far this week, how would you rate the match between what the course offers and what you wanted and expected from it?\
        "
"text","VirtualRyan","128.2.220.133:49973","YWT0vHf2zwtL8ztdoRC1","2015-10-04 00:17:21","mc_mooc_week1_test00","Does the content so far match your expectations?  What if anything surprised you?"
"text","VirtualRyan","128.2.220.133:49973","YWT0vHf2zwtL8ztdoRC1","2015-10-04 00:19:21","mc_mooc_week1_test00","\
Our goal is to do our best to guide you through this course to get the maximum benefit it has to offer.  It would be helpful to us to hear specifically what your expectations are going forward so we can better offer guidance along the way.  Any comments or feedback for us?\
        "
"text","VirtualRyan","128.2.220.133:49973","YWT0vHf2zwtL8ztdoRC1","2015-10-04 00:21:21","mc_mooc_week1_test00","What expectations do you have going forward?"
"text","VirtualRyan","128.2.220.133:49973","YWT0vHf2zwtL8ztdoRC1","2015-10-04 00:23:21","mc_mooc_week1_test00","\
And now we’re done. Thanks for joining us, have a great day! I will now continue the chat activity again starting from the first prompt for those who missed the initial prompts.\
        "
"text","VirtualRyan","128.2.220.133:49973","YWT0vHf2zwtL8ztdoRC1","2015-10-04 00:25:21","mc_mooc_week1_test00",""
"text","VirtualRyan","128.2.220.133:49973","YWT0vHf2zwtL8ztdoRC1","2015-10-04 00:27:21","mc_mooc_week1_test00","\
In week 1, we started to lay a foundation for the material in this course.  We are just scratching the surface so far.  As we’re working towards getting into more substantive content going forward, it would be great to hear what specific goals you have for what you want to learn in this course.  Can you tell me a little about that?\
        "
"text","VirtualRyan","128.2.220.133:49973","YWT0vHf2zwtL8ztdoRC1","2015-10-04 00:29:21","mc_mooc_week1_test00","What are the things you had in mind to learn from this course?"
"text","VirtualRyan","128.2.220.133:49973","YWT0vHf2zwtL8ztdoRC1","2015-10-04 00:31:21","mc_mooc_week1_test00","\
In any course, a major challenge it to target the material at a level and with a focus that is just right for the variety of students who come.  Based on your experience so far this week, how would you rate the match between what the course offers and what you wanted and expected from it?\
        "
"text","VirtualRyan","128.2.220.133:49973","YWT0vHf2zwtL8ztdoRC1","2015-10-04 00:33:21","mc_mooc_week1_test00","Does the content so far match your expectations?  What if anything surprised you?"
"text","VirtualRyan","128.2.220.133:49973","YWT0vHf2zwtL8ztdoRC1","2015-10-04 00:35:21","mc_mooc_week1_test00","\
Our goal is to do our best to guide you through this course to get the maximum benefit it has to offer.  It would be helpful to us to hear specifically what your expectations are going forward so we can better offer guidance along the way.  Any comments or feedback for us?\
        "
"text","VirtualRyan","128.2.220.133:49973","YWT0vHf2zwtL8ztdoRC1","2015-10-04 00:37:21","mc_mooc_week1_test00","What expectations do you have going forward?"
